leaf_code,category_path,l1
19.007.006.004,装饰材料 / 地面装饰 / 墙地面石材 / 微晶石,装饰材料
19.007.006.005,装饰材料 / 地面装饰 / 墙地面石材 / 花岗石,装饰材料
19.007.006.006,装饰材料 / 地面装饰 / 墙地面石材 / 岩板,装饰材料
19.007.006.007,装饰材料 / 地面装饰 / 墙地面石材 / 石材线条,装饰材料
19.007.006.008,装饰材料 / 地面装饰 / 墙地面石材 / 坦噶石(天然建筑石材),装饰材料
19.007.007,装饰材料 / 地面装饰 / 地毯衬垫,装饰材料
19.008.001.001,装饰材料 / 龙骨 / 烤漆龙骨 / 烤漆龙骨,装饰材料
19.008.002.001,装饰材料 / 龙骨 / 龙骨配件 / 龙骨配件,装饰材料
19.008.003.001,装饰材料 / 龙骨 / 轻钢龙骨 / 轻钢龙骨,装饰材料
20.001.001.001,门窗 / 木质门 / 免漆门 / 免漆门,门窗
20.001.002.001,门窗 / 木质门 / 生态门 / 生态门,门窗
20.001.003.001,门窗 / 木质门 / 实木门 / 实木门,门窗
20.002.001.001,门窗 / 金属制门 / 防盗门 / 防盗门,门窗
20.002.002.001,门窗 / 金属制门 / 铝合金门 / 铝合金门,门窗
20.002.003.001,门窗 / 金属制门 / 塑钢门 / 塑钢门,门窗
20.002.004,门窗 / 金属制门 / 防爆门,门窗
20.002.005,门窗 / 金属制门 / 冷库门,门窗
20.003.001.001,门窗 / 窗 / 塑钢窗 / 塑钢窗,门窗
20.003.002.001,门窗 / 窗 / 铝合金窗 / 铝合金窗,门窗
20.003.003.001,门窗 / 窗 / 断桥铝窗 / 断桥铝窗,门窗
20.003.004.001,门窗 / 窗 / 门窗 / 窗配件,门窗
20.003.004.002,门窗 / 窗 / 门窗 / 挡烟垂壁,门窗
20.003.004.003,门窗 / 窗 / 门窗 / 窗帘,门窗
20.003.004.004,门窗 / 窗 / 门窗 / 橡胶密封压条,门窗
20.003.004.005,门窗 / 窗 / 门窗 / 毛刷密封压条,门窗
20.003.005.001,门窗 / 窗 / 不锈钢门窗 / 不锈钢门,门窗
20.003.005.002,门窗 / 窗 / 不锈钢门窗 / 不锈钢窗纱,门窗
20.003.006.001,门窗 / 窗 / 防火窗 / 防火窗,门窗
20.003.007.001,门窗 / 窗 / 木塑门窗 / 木塑门,门窗
20.003.007.002,门窗 / 窗 / 木塑门窗 / 木塑窗,门窗
20.003.008.001,门窗 / 窗 / 仿古门窗 / 仿古门,门窗
20.003.008.002,门窗 / 窗 / 仿古门窗 / 仿古窗,门窗
20.003.009.001,门窗 / 窗 / 铝包木门窗 / 铝包木门,门窗
20.003.009.002,门窗 / 窗 / 铝包木门窗 / 铝包木窗,门窗
20.003.010.001,门窗 / 窗 / 钢门窗 / 钢门,门窗
20.003.010.002,门窗 / 窗 / 钢门窗 / 钢窗,门窗
20.003.010.003,门窗 / 窗 / 钢门窗 / 快速门,门窗
20.003.011.001,门窗 / 窗 / 木门窗 / 木门,门窗
20.003.011.002,门窗 / 窗 / 木门窗 / 木窗,门窗
20.003.012.001,门窗 / 窗 / 系统门窗 / 系统门,门窗
20.003.012.002,门窗 / 窗 / 系统门窗 / 系统窗,门窗
20.003.013.001,门窗 / 窗 / 钛镁合金门窗 / 钛镁合金门,门窗
20.003.013.002,门窗 / 窗 / 钛镁合金门窗 / 钛镁合金窗,门窗
20.003.014.001,门窗 / 窗 / 玻璃 / 钢化玻璃,门窗
20.003.014.002,门窗 / 窗 / 玻璃 / 中空玻璃,门窗
20.003.014.003,门窗 / 窗 / 玻璃 / 普通玻璃,门窗
20.003.014.004,门窗 / 窗 / 玻璃 / 平板玻璃,门窗
20.003.014.005,门窗 / 窗 / 玻璃 / 磨砂玻璃,门窗
20.003.014.006,门窗 / 窗 / 玻璃 / 特种玻璃,门窗
20.003.014.007,门窗 / 窗 / 玻璃 / 喷砂玻璃,门窗
20.003.014.008,门窗 / 窗 / 玻璃 / 浮法玻璃,门窗
20.003.014.009,门窗 / 窗 / 玻璃 / 夹丝玻璃,门窗
20.003.014.010,门窗 / 窗 / 玻璃 / 热弯玻璃,门窗
20.003.014.011,门窗 / 窗 / 玻璃 / 微晶玻璃,门窗
20.003.014.012,门窗 / 窗 / 玻璃 / 变色玻璃,门窗
20.003.014.013,门窗 / 窗 / 玻璃 / 防火玻璃,门窗
20.004.001.001,门窗 / 门窗五金 / 滑轨 / 抽屉滑轨,门窗
20.004.001.002,门窗 / 门窗五金 / 滑轨 / 门吊轨,门窗
20.004.001.003,门窗 / 门窗五金 / 滑轨 / 门吊轮,门窗
20.004.001.004,门窗 / 门窗五金 / 滑轨 / 门滑轨,门窗
20.004.001.005,门窗 / 门窗五金 / 滑轨 / 门滑轮,门窗
20.004.001.006,门窗 / 门窗五金 / 滑轨 / 止摆器,门窗
20.004.001.007,门窗 / 门窗五金 / 滑轨 / 开窗器,门窗
20.004.002.001,门窗 / 门窗五金 / 插销 / 插销,门窗
20.004.002.002,门窗 / 门窗五金 / 插销 / 弹簧插销,门窗
20.004.002.003,门窗 / 门窗五金 / 插销 / 防盗扣,门窗
20.004.002.004,门窗 / 门窗五金 / 插销 / 防盗链,门窗
20.004.002.005,门窗 / 门窗五金 / 插销 / 门扣,门窗
20.004.002.006,门窗 / 门窗五金 / 插销 / 门扣吊,门窗
20.004.003.001,门窗 / 门窗五金 / 地弹簧 / 地弹簧,门窗
20.004.003.002,门窗 / 门窗五金 / 地弹簧 / 地弹簧安装配件,门窗
20.004.004.001,门窗 / 门窗五金 / 门铃 / 门铃,门窗
20.004.005.001,门窗 / 门窗五金 / 门吸 / 门吸,门窗
20.004.006.001,门窗 / 门窗五金 / 闭门器 / 闭门器,门窗
20.004.007.001,门窗 / 门窗五金 / 合页 / 不锈钢合页,门窗
20.004.007.002,门窗 / 门窗五金 / 合页 / 合页,门窗
20.004.007.003,门窗 / 门窗五金 / 合页 / 烟斗合页,门窗
20.004.008.001,门窗 / 门窗五金 / 锁具 / 挂锁,门窗
20.004.008.002,门窗 / 门窗五金 / 锁具 / 建筑碰锁,门窗
20.004.008.003,门窗 / 门窗五金 / 锁具 / 链锁,门窗
20.004.008.004,门窗 / 门窗五金 / 锁具 / 球型门锁,门窗
20.004.008.005,门窗 / 门窗五金 / 锁具 / 锁具配件,门窗
20.004.008.006,门窗 / 门窗五金 / 锁具 / 锁芯/锁体,门窗
20.004.008.007,门窗 / 门窗五金 / 锁具 / 通开钥匙,门窗
20.004.008.008,门窗 / 门窗五金 / 锁具 / 原子锁,门窗
20.004.008.009,门窗 / 门窗五金 / 锁具 / 指纹锁,门窗
20.004.008.010,门窗 / 门窗五金 / 锁具 / 转舌锁,门窗
20.004.008.011,门窗 / 门窗五金 / 锁具 / U型锁,门窗
20.004.008.012,门窗 / 门窗五金 / 锁具 / 玻璃门夹,门窗
20.004.008.013,门窗 / 门窗五金 / 锁具 / 插锁,门窗
20.004.008.014,门窗 / 门窗五金 / 锁具 / 插芯锁,门窗
20.004.008.015,门窗 / 门窗五金 / 锁具 / 抽屉锁,门窗
20.004.008.016,门窗 / 门窗五金 / 锁具 / 电磁锁,门窗
20.004.008.017,门窗 / 门窗五金 / 锁具 / 防火锁,门窗
20.004.008.018,门窗 / 门窗五金 / 锁具 / 防撬锁,门窗
20.004.008.019,门窗 / 门窗五金 / 锁具 / 房门锁,门窗
20.004.008.020,门窗 / 门窗五金 / 锁具 / 月牙锁,门窗
20.004.008.021,门窗 / 门窗五金 / 锁具 / 执手锁,门窗
20.004.008.022,门窗 / 门窗五金 / 锁具 / 指纹锁 密码锁,门窗
20.004.008.023,门窗 / 门窗五金 / 锁具 / 角码,门窗
20.004.009.001,门窗 / 门窗五金 / 拉手 / 拉手,门窗
20.004.009.002,门窗 / 门窗五金 / 拉手 / 门窗执手,门窗
20.005.001.001,门窗 / 装饰防护栏 / 门窗防护栏 / 门窗隐形钢丝防护栏,门窗
20.005.001.002,门窗 / 装饰防护栏 / 门窗防护栏 / 门窗锌钢防护栏,门窗
20.005.001.003,门窗 / 装饰防护栏 / 门窗防护栏 / 门窗铝型材防护栏,门窗
20.005.001.004,门窗 / 装饰防护栏 / 门窗防护栏 / 门窗不锈钢防护栏,门窗
20.005.001.005,门窗 / 装饰防护栏 / 门窗防护栏 / 门窗防腐木防护栏,门窗
20.005.001.006,门窗 / 装饰防护栏 / 门窗防护栏 / 门窗铁艺防护栏,门窗
20.005.002.001,门窗 / 装饰防护栏 / 楼梯防护栏 / 楼梯隐形钢丝防护栏,门窗
20.005.002.002,门窗 / 装饰防护栏 / 楼梯防护栏 / 楼梯不锈钢防护栏,门窗
20.005.002.003,门窗 / 装饰防护栏 / 楼梯防护栏 / 楼梯锌钢防护栏,门窗
20.005.002.004,门窗 / 装饰防护栏 / 楼梯防护栏 / 楼梯防腐木防护栏,门窗
20.005.002.005,门窗 / 装饰防护栏 / 楼梯防护栏 / 楼梯铁艺防护栏,门窗
20.005.002.006,门窗 / 装饰防护栏 / 楼梯防护栏 / 楼梯铝型材防护栏,门窗
20.005.003.001,门窗 / 装饰防护栏 / 围墙防护栏 / 围墙隐形钢丝防护栏,门窗
20.005.003.002,门窗 / 装饰防护栏 / 围墙防护栏 / 围墙锌钢防护栏,门窗
20.005.003.003,门窗 / 装饰防护栏 / 围墙防护栏 / 围墙铝型材防护栏,门窗
20.005.003.004,门窗 / 装饰防护栏 / 围墙防护栏 / 围墙不锈钢防护栏,门窗
20.005.003.005,门窗 / 装饰防护栏 / 围墙防护栏 / 围墙铁艺防护栏,门窗
20.006.001.001,门窗 / 隔断 / 隔断 / 阳台隔断,门窗
20.007.001.001,门窗 / 防火门 / 防火门 / 防火门,门窗
20.007.001.002,门窗 / 防火门 / 防火门 / 卷帘门,门窗
20.007.001.003,门窗 / 防火门 / 防火门 / 乙级防火门,门窗
20.007.001.004,门窗 / 防火门 / 防火门 / 甲级防火门,门窗
20.007.001.005,门窗 / 防火门 / 防火门 / 丙级防火门,门窗
20.008.001.001,门窗 / 玻璃门 / 室内玻璃门 / 玻璃平开门,门窗
20.008.001.002,门窗 / 玻璃门 / 室内玻璃门 / 玻璃推拉门,门窗
20.008.002.001,门窗 / 玻璃门 / 室外玻璃门 / 肯德基门,门窗
20.008.002.002,门窗 / 玻璃门 / 室外玻璃门 / 玻璃旋转门,门窗
20.008.002.003,门窗 / 玻璃门 / 室外玻璃门 / 玻璃平移门,门窗
20.008.002.004,门窗 / 玻璃门 / 室外玻璃门 / 玻璃门,门窗
20.009.001.001,门窗 / 锁具 / 工业锁 / 安全阀门锁,门窗
20.009.001.002,门窗 / 锁具 / 工业锁 / 气动气瓶锁,门窗
20.009.001.003,门窗 / 锁具 / 工业锁 / 工业电气锁,门窗
20.009.001.004,门窗 / 锁具 / 工业锁 / 锁具工作站,门窗
20.009.001.005,门窗 / 锁具 / 工业锁 / 安全锁,门窗
20.009.001.006,门窗 / 锁具 / 工业锁 / 通用墙壁开关锁/插座锁/刀闸锁,门窗
20.009.001.007,门窗 / 锁具 / 工业锁 / 缆绳锁,门窗
20.009.001.008,门窗 / 锁具 / 工业锁 / 断路器锁,门窗
20.009.002.001,门窗 / 锁具 / 工程锁 / 密码挂锁,门窗
20.009.002.002,门窗 / 锁具 / 工程锁 / 双开挂锁,门窗
20.010.001,门窗 / 窗用五金 / 门窗系统,门窗
21.001.001.001,土建材料 / 钢筋及配件 / 楼梯护角 / 钢筋楼梯护角,土建材料
21.001.001.002,土建材料 / 钢筋及配件 / 楼梯护角 / 金属冲孔楼梯护角,土建材料
21.001.001.003,土建材料 / 钢筋及配件 / 楼梯护角 / 金属拉网楼梯护角,土建材料
21.001.001.004,土建材料 / 钢筋及配件 / 楼梯护角 / 钢筋楼梯踏步护角,土建材料
21.001.002.001,土建材料 / 钢筋及配件 / 钢筋连接套筒 / 直螺纹钢筋连接套筒,土建材料
21.001.002.002,土建材料 / 钢筋及配件 / 钢筋连接套筒 / 钢筋丝头保护帽,土建材料
21.001.002.003,土建材料 / 钢筋及配件 / 钢筋连接套筒 / 冷挤压钢筋连接套筒,土建材料
21.001.003.001,土建材料 / 钢筋及配件 / 钢筋支架 / 钢筋马镫,土建材料
21.001.003.002,土建材料 / 钢筋及配件 / 钢筋支架 / 塑料钢筋支架,土建材料
21.001.003.003,土建材料 / 钢筋及配件 / 钢筋支架 / 水泥垫块,土建材料
21.001.003.004,土建材料 / 钢筋及配件 / 钢筋支架 / 水泥支撑,土建材料
21.001.003.005,土建材料 / 钢筋及配件 / 钢筋支架 / 四柱型钢筋垫块,土建材料
21.001.004.001,土建材料 / 钢筋及配件 / 螺纹钢及圆钢 / 黑圆钢,土建材料
21.001.004.002,土建材料 / 钢筋及配件 / 螺纹钢及圆钢 / 热镀锌圆钢,土建材料
21.001.004.003,土建材料 / 钢筋及配件 / 螺纹钢及圆钢 / 热轧带肋钢筋,土建材料
21.001.004.004,土建材料 / 钢筋及配件 / 螺纹钢及圆钢 / 高线,土建材料
21.001.005.001,土建材料 / 钢筋及配件 / 钢筋配件其它 / 钢筋配件其它,土建材料
21.001.006.001,土建材料 / 钢筋及配件 / 钢筋配件临采商品 / 钢筋配件临采商品,土建材料
21.002.001.001,土建材料 / 木方 / 建筑木方 / 建筑木方,土建材料
21.002.002.001,土建材料 / 木方 / 木跳板 / 木跳板,土建材料
21.002.003.001,土建材料 / 木方 / 木龙骨 / 木龙骨,土建材料
21.002.004.001,土建材料 / 木方 / 木桩 / 木桩,土建材料
21.002.005.001,土建材料 / 木方 / 枕木 / 枕木,土建材料
21.002.006,土建材料 / 木方 / 木质电线杆,土建材料
21.003.001.001,土建材料 / 模板辅料 / 穿墙螺栓 / 穿墙螺栓螺母,土建材料
21.003.001.002,土建材料 / 模板辅料 / 穿墙螺栓 / 穿墙螺栓梯形丝杆,土建材料
21.003.001.003,土建材料 / 模板辅料 / 穿墙螺栓 / 穿墙螺栓止水垫,土建材料
21.003.001.004,土建材料 / 模板辅料 / 穿墙螺栓 / 穿墙螺栓 热轧螺纹钢通丝止水螺栓,土建材料
21.003.001.005,土建材料 / 模板辅料 / 穿墙螺栓 / 穿墙螺栓 螺纹钢通丝止水螺栓,土建材料
21.003.001.006,土建材料 / 模板辅料 / 穿墙螺栓 / 穿墙螺栓,土建材料
21.003.001.007,土建材料 / 模板辅料 / 穿墙螺栓 / 五段式止水穿墙螺栓,土建材料
21.003.001.008,土建材料 / 模板辅料 / 穿墙螺栓 / 通丝止水穿墙螺栓,土建材料
21.003.001.009,土建材料 / 模板辅料 / 穿墙螺栓 / 三段式止水穿墙螺栓,土建材料
21.003.002.001,土建材料 / 模板辅料 / 合板勾 / 合板勾,土建材料
21.003.003.001,土建材料 / 模板辅料 / 止水钢板 / 普通止水钢板,土建材料
21.003.003.002,土建材料 / 模板辅料 / 止水钢板 / 镀锌止水钢板,土建材料
21.003.003.003,土建材料 / 模板辅料 / 止水钢板 / 不锈钢止水钢板,土建材料
21.003.003.004,土建材料 / 模板辅料 / 止水钢板 / 止水铜板,土建材料
21.003.003.005,土建材料 / 模板辅料 / 止水钢板 / 腻子型遇水膨胀止水条,土建材料
21.003.003.006,土建材料 / 模板辅料 / 止水钢板 / 中埋式橡胶止水带,土建材料
21.003.003.007,土建材料 / 模板辅料 / 止水钢板 / 密封条,土建材料
21.003.003.008,土建材料 / 模板辅料 / 止水钢板 / 橡胶止水,土建材料
21.003.003.009,土建材料 / 模板辅料 / 止水钢板 / 制品型遇水膨胀止水条,土建材料
21.003.003.010,土建材料 / 模板辅料 / 止水钢板 / 背贴式橡胶止水带,土建材料
21.003.004.001,土建材料 / 模板辅料 / 剪力墙加固支撑系统 / 钢背楞,土建材料
21.003.005.001,土建材料 / 模板辅料 / 建筑扣件 / 铸造建筑扣件,土建材料
21.003.005.002,土建材料 / 模板辅料 / 建筑扣件 / 锻造建筑扣件,土建材料
21.003.005.003,土建材料 / 模板辅料 / 建筑扣件 / 冲压建筑扣件,土建材料
21.003.006.001,土建材料 / 模板辅料 / 铝模板配件 / 铝模板对拉片,土建材料
21.003.006.002,土建材料 / 模板辅料 / 铝模板配件 / 铝模板锥形套管,土建材料
21.003.006.003,土建材料 / 模板辅料 / 铝模板配件 / 铝模板支撑,土建材料
21.003.006.004,土建材料 / 模板辅料 / 铝模板配件 / 铝模专用螺母,土建材料
21.003.006.005,土建材料 / 模板辅料 / 铝模板配件 / 铝模穿墙套管,土建材料
21.003.007.001,土建材料 / 模板辅料 / 模板辅料其它 / 结构拉缝,土建材料
21.003.007.002,土建材料 / 模板辅料 / 模板辅料其它 / 塑料止水垫,土建材料
21.003.007.003,土建材料 / 模板辅料 / 模板辅料其它 / 吊模马镫,土建材料
21.003.007.004,土建材料 / 模板辅料 / 模板辅料其它 / PPR楼板厚度控制器,土建材料
21.003.007.005,土建材料 / 模板辅料 / 模板辅料其它 / 建筑模板堵头,土建材料
21.003.007.006,土建材料 / 模板辅料 / 模板辅料其它 / 穿墙套管,土建材料
21.003.008.001,土建材料 / 模板辅料 / 建筑用顶托 / 实心可调顶托,土建材料
21.003.008.002,土建材料 / 模板辅料 / 建筑用顶托 / 空心可调顶托,土建材料
21.003.008.003,土建材料 / 模板辅料 / 建筑用顶托 / 建筑用可调顶托,土建材料
21.003.009.001,土建材料 / 模板辅料 / 穿墙螺栓螺母 / 山型螺母,土建材料
21.003.009.002,土建材料 / 模板辅料 / 穿墙螺栓螺母 / 穿墙螺栓六角螺母,土建材料
21.003.009.003,土建材料 / 模板辅料 / 穿墙螺栓螺母 / 穿墙锥形螺母,土建材料
21.003.010.001,土建材料 / 模板辅料 / 步步紧 / 步步紧,土建材料
21.003.011.001,土建材料 / 模板辅料 / 方柱扣加固件 / 方柱扣,土建材料
21.003.011.002,土建材料 / 模板辅料 / 方柱扣加固件 / 托梁扣,土建材料
21.003.012.001,土建材料 / 模板辅料 / 模板辅料临采商品 / 模板辅料临采商品,土建材料
21.003.013.001,土建材料 / 模板辅料 / 山型卡 / 山型卡,土建材料
21.004.001.001,土建材料 / 模板 / 塑料模板 / 塑料模板,土建材料
21.004.001.002,土建材料 / 模板 / 塑料模板 / 塑钢模板,土建材料
21.004.002.001,土建材料 / 模板 / 铝模板 / 铝模板,土建材料
21.004.003.001,土建材料 / 模板 / 木模板 / 建筑覆膜板,土建材料
21.004.003.002,土建材料 / 模板 / 木模板 / 建筑红模板,土建材料
21.004.003.003,土建材料 / 模板 / 木模板 / 圆柱模板,土建材料
21.004.004.001,土建材料 / 模板 / 模板其它 / 模板其它,土建材料
21.004.005.001,土建材料 / 模板 / 钢模板 / 钢模板,土建材料
21.004.006.001,土建材料 / 模板 / 竹胶板 / 竹胶板,土建材料
21.004.007.001,土建材料 / 模板 / 模板临采商品 / 模板临采商品,土建材料
21.004.008.001,土建材料 / 模板 / 桥梁模板 / T梁模板,土建材料
21.004.008.002,土建材料 / 模板 / 桥梁模板 / 箱梁模板,土建材料
21.004.008.003,土建材料 / 模板 / 桥梁模板 / 盖梁模板,土建材料
21.004.008.004,土建材料 / 模板 / 桥梁模板 / 系梁模板,土建材料
21.004.008.005,土建材料 / 模板 / 桥梁模板 / 挂篮模板,土建材料
21.004.008.006,土建材料 / 模板 / 桥梁模板 / 翻升模板,土建材料
21.004.008.007,土建材料 / 模板 / 桥梁模板 / 护栏模板,土建材料
21.004.008.008,土建材料 / 模板 / 桥梁模板 / 充气芯模,土建材料
21.004.008.009,土建材料 / 模板 / 桥梁模板 / 圆柱钢模板,土建材料
21.004.008.010,土建材料 / 模板 / 桥梁模板 / 沥青木板,土建材料
21.005.001.001,土建材料 / 建筑辅料 / 滴水线槽 / 滴水线槽,土建材料
21.005.002.001,土建材料 / 建筑辅料 / 建筑辅料临采商品 / 建筑辅料临采商品,土建材料
21.005.003.001,土建材料 / 建筑辅料 / 水磨石槽 / 水磨石槽,土建材料
21.005.004.001,土建材料 / 建筑辅料 / 石棉瓦 / 石棉瓦,土建材料
21.005.005.001,土建材料 / 建筑辅料 / 建筑辅料其它 / 楼板厚度控制器,土建材料
21.005.005.002,土建材料 / 建筑辅料 / 建筑辅料其它 / 临边防护连接件,土建材料
21.005.005.003,土建材料 / 建筑辅料 / 建筑辅料其它 / 泡沫密封条,土建材料
21.005.005.004,土建材料 / 建筑辅料 / 建筑辅料其它 / 玻璃钢瓦,土建材料
21.005.005.005,土建材料 / 建筑辅料 / 建筑辅料其它 / 临边防护立杆,土建材料
21.005.006.001,土建材料 / 建筑辅料 / 格构柱 / 格构柱,土建材料
21.005.007.001,土建材料 / 建筑辅料 / 伸缩缝填缝材料 / 沥青麻丝,土建材料
21.005.007.002,土建材料 / 建筑辅料 / 伸缩缝填缝材料 / 沥青麻筋,土建材料
21.006.001.001,土建材料 / 预应力 / 预应力锚具 / 圆形锚具,土建材料
21.006.001.002,土建材料 / 预应力 / 预应力锚具 / 扁形锚具,土建材料
21.006.001.003,土建材料 / 预应力 / 预应力锚具 / 低回缩固定端锚具,土建材料
21.006.001.004,土建材料 / 预应力 / 预应力锚具 / 精轧螺纹锚具,土建材料
21.006.001.005,土建材料 / 预应力 / 预应力锚具 / 矿用锚具,土建材料
21.006.001.006,土建材料 / 预应力 / 预应力锚具 / 固定端锚具,土建材料
21.006.002.001,土建材料 / 预应力 / 预应力波纹管 / 预应力金属波纹管,土建材料
21.006.002.002,土建材料 / 预应力 / 预应力波纹管 / 预应力镀锌金属波纹管,土建材料
21.006.003.001,土建材料 / 预应力 / 预应力垫板 / 预应力垫板,土建材料
21.006.004.001,土建材料 / 预应力 / 预应力连接器 / 预应力连接器,土建材料
21.006.005.001,土建材料 / 预应力 / 预应力精轧螺纹钢 / 预应力精轧螺纹钢,土建材料
21.006.006.001,土建材料 / 预应力 / 预应力混凝土管桩 / 预应力混凝土管桩,土建材料
21.006.006.002,土建材料 / 预应力 / 预应力混凝土管桩 / 预应力混凝土方桩,土建材料
21.006.007.001,土建材料 / 预应力 / 预应力钢绞线 / 预应力钢绞线,土建材料
21.006.007.002,土建材料 / 预应力 / 预应力钢绞线 / 钢绞线隔离支架,土建材料
21.006.007.003,土建材料 / 预应力 / 预应力钢绞线 / 预应力自由段,土建材料
21.006.007.004,土建材料 / 预应力 / 预应力钢绞线 / 预应力导向帽,土建材料
21.006.007.005,土建材料 / 预应力 / 预应力钢绞线 / 预应力钢绞线配件,土建材料
21.006.008.001,土建材料 / 预应力 / 预应力精轧螺纹钢配件 / 预应力精轧螺纹钢配件,土建材料
21.006.009.001,土建材料 / 预应力 / 预应力钢棒 / 预应力钢棒,土建材料
21.006.010.001,土建材料 / 预应力 / 镀锌钢绞线 / 镀锌钢绞线,土建材料
21.006.011.001,土建材料 / 预应力 / 电线杆 / 水泥电线杆,土建材料
21.007.001.001,土建材料 / 土工材料 / 纤维筋 / 纤维筋,土建材料
21.007.002.001,土建材料 / 土工材料 / 隧道防水板 / 隧道防水板,土建材料
21.007.003.001,土建材料 / 土工材料 / 钢纤维 / 钢纤维,土建材料
21.007.004.001,土建材料 / 土工材料 / 三维植被网 / 三维植被网,土建材料
21.007.005.001,土建材料 / 土工材料 / 加筋麦克垫 / 普通热镀锌加筋麦克垫,土建材料
21.007.005.002,土建材料 / 土工材料 / 加筋麦克垫 / 锌铝合金加筋麦克垫,土建材料
21.007.006.001,土建材料 / 土工材料 / 桥梁预压水袋 / 桥梁预压水袋,土建材料
21.007.007.001,土建材料 / 土工材料 / 复合土工膜 / 三布两膜,土建材料
21.007.007.002,土建材料 / 土工材料 / 复合土工膜 / 两布一膜,土建材料
21.007.007.003,土建材料 / 土工材料 / 复合土工膜 / 一布一膜,土建材料
21.007.008.001,土建材料 / 土工材料 / 土工布 / 长丝土工布,土建材料
21.007.008.002,土建材料 / 土工材料 / 土工布 / 短丝土工布,土建材料
21.007.008.003,土建材料 / 土工材料 / 土工布 / 灰白色短丝土工布,土建材料
21.007.008.004,土建材料 / 土工材料 / 土工布 / 绿色短丝土工布,土建材料
21.007.008.005,土建材料 / 土工材料 / 土工布 / GB 白色短丝土工布,土建材料
21.007.008.006,土建材料 / 土工材料 / 土工布 / GB白色长丝土工布,土建材料
21.007.008.007,土建材料 / 土工材料 / 土工布 / 白色短丝土工布,土建材料
21.007.008.008,土建材料 / 土工材料 / 土工布 / 黑色短丝土工布,土建材料
21.007.008.009,土建材料 / 土工材料 / 土工布 / 土黄色短丝土工布,土建材料
21.007.008.010,土建材料 / 土工材料 / 土工布 / 模板布,土建材料
21.007.009.001,土建材料 / 土工材料 / 土工网 / 土工网,土建材料
21.007.009.002,土建材料 / 土工材料 / 土工网 / 椰丝毯,土建材料
21.007.009.003,土建材料 / 土工材料 / 土工网 / HDPE阻沙板,土建材料
21.007.009.004,土建材料 / 土工材料 / 土工网 / 水土保护毯,土建材料
21.007.009.005,土建材料 / 土工材料 / 土工网 / 土工模袋,土建材料
21.007.009.006,土建材料 / 土工材料 / 土工网 / 抗裂贴,土建材料
21.007.010.001,土建材料 / 土工材料 / 复合编织布 / 复合编织布,土建材料
21.007.011.001,土建材料 / 土工材料 / 土工格室 / 土工格室,土建材料
21.007.012.001,土建材料 / 土工材料 / 土工格栅 / 钢塑土工格栅,土建材料
21.007.012.002,土建材料 / 土工材料 / 土工格栅 / 涤纶土工格栅,土建材料
21.007.012.003,土建材料 / 土工材料 / 土工格栅 / 玻纤土工格栅,土建材料
21.007.012.004,土建材料 / 土工材料 / 土工格栅 / 塑料土工格栅,土建材料
21.007.012.005,土建材料 / 土工材料 / 土工格栅 / 钢塑加筋带,土建材料
21.007.013.001,土建材料 / 土工材料 / 土工膜 / 光面土工膜,土建材料
21.007.013.002,土建材料 / 土工材料 / 土工膜 / 糙面土工膜,土建材料
21.007.013.003,土建材料 / 土工材料 / 土工膜 / 双糙面土工膜,土建材料
21.007.013.004,土建材料 / 土工材料 / 土工膜 / 单糙面土工膜,土建材料
21.007.013.005,土建材料 / 土工材料 / 土工膜 / 单糙面含双抗土工膜,土建材料
21.007.014.001,土建材料 / 土工材料 / 排水板 / 蓄排水板,土建材料
21.007.014.002,土建材料 / 土工材料 / 排水板 / 排水板,土建材料
21.007.014.003,土建材料 / 土工材料 / 排水板 / 膨润土防水毯,土建材料
21.007.014.004,土建材料 / 土工材料 / 排水板 / 白色排水板,土建材料
21.007.014.005,土建材料 / 土工材料 / 排水板 / 黑色排水板,土建材料
21.007.014.006,土建材料 / 土工材料 / 排水板 / 绿色排水板,土建材料
21.007.014.007,土建材料 / 土工材料 / 排水板 / 复合排水板,土建材料
21.007.014.008,土建材料 / 土工材料 / 排水板 / PVC排水板,土建材料
21.007.015.001,土建材料 / 土工材料 / 土工布袋 / 土工布袋,土建材料
21.007.016.001,土建材料 / 土工材料 / 植草格 / 植草格,土建材料
21.007.017.001,土建材料 / 土工材料 / 热熔垫片 / 热熔垫片,土建材料
21.007.018.001,土建材料 / 土工材料 / 土工毯 / 水泥毯,土建材料
21.007.019.001,土建材料 / 土工材料 / 矿用聚酯纤维网 / 矿用聚酯纤维网,土建材料
21.007.020.001,土建材料 / 土工材料 / 聚丙烯纤维 / 聚丙烯纤维,土建材料
21.007.021.001,土建材料 / 土工材料 / 路基板 / 耐磨路基板,土建材料
21.007.022.001,土建材料 / 土工材料 / 水泥毯 / 水泥毯,土建材料
21.008.001.001,土建材料 / 桥梁支座 / 板式橡胶支座 / 圆形橡胶支座,土建材料
21.008.001.002,土建材料 / 桥梁支座 / 板式橡胶支座 / 矩形橡胶支座,土建材料
21.008.002.001,土建材料 / 桥梁支座 / 盆式支座 / 盆式支座,土建材料
21.008.003.001,土建材料 / 桥梁支座 / 球型支座 / 球型支座,土建材料
21.008.004.001,土建材料 / 桥梁支座 / 桥梁支座预埋钢板 / 桥梁支座预埋钢板,土建材料
21.008.005.001,土建材料 / 桥梁支座 / 临时支座 / 临时支座,土建材料
